Date,Company,Open,High,Low,Close,Volume
2023-03-14,AAPL,222.83980171436318,224.49654636427158,218.91421827622455,221.92878792984507,3595461.8567974707
2023-03-15,AAPL,220.18408265587152,220.50076872755707,216.8192502578361,220.37343914782545,8873683.653907184
2023-03-16,AAPL,226.08746652197928,226.41335632527878,223.78823402511847,225.24931997027548,2888649.935432759
2023-03-17,AAPL,226.39963448328936,229.63986901628112,226.4965651230879,227.37115039019656,9402537.090905743
2023-03-18,AAPL,217.06600860134918,218.8020576292949,216.2077245042249,217.6543536340339,1021054.3435785018
2023-03-19,AAPL,218.13309789672027,217.33157428447126,216.90524347588195,217.30771156920468,8444994.883603347
2023-03-20,AAPL,211.63985400563652,212.80513449007262,211.63675512621182,212.5581343297042,8214569.246390374
2023-03-21,AAPL,221.17284271073206,221.13188949736733,211.8307696250537,218.08886527847105,6471021.5878730165
2023-03-22,AAPL,216.72031878039363,214.8968342603085,213.66888362774398,214.514270066557,2742869.251312505
2023-03-23,AAPL,216.35565938627403,217.12812580837638,211.65167675676003,216.54341185289604,7133570.5547511615
2023-03-24,AAPL,214.15812782907818,214.19624518954723,211.9340120225094,213.1990998826121,5909616.686596893
2023-03-25,AAPL,201.57201400993034,203.3413548445159,198.2643608912545,201.33884329592058,9832360.7266841
2023-03-26,AAPL,205.69569758651582,207.1824649834489,203.2800111608031,205.72423914216444,3294007.5696535734
2023-03-27,AAPL,205.58920337349517,208.37016107943612,205.69398555068963,206.55239450144228,1308113.1712815904
2023-03-28,AAPL,207.78733272815836,210.9000886874728,207.09358108593548,207.5206042034436,2044258.177055921
2023-03-29,AAPL,212.96452142380684,217.2451965456609,212.9491459388364,214.01076921257862,9582207.555196434
2023-03-30,AAPL,215.25070532122183,217.83333896620394,214.1765028553591,216.3057761519928,7825077.911088098
2023-03-31,AAPL,219.52503581417835,221.0075307861456,217.76732448438037,219.506257299442,1732028.1940917326
2023-04-01,AAPL,211.9043820390458,211.62642655943014,207.5838226975445,210.9457897327382,3688966.049684836
2023-04-02,AAPL,210.61102824581843,212.61356132917712,208.2353106991712,211.2808732526946,9849939.799825773
2023-04-03,AAPL,207.66536284665585,209.63284987082704,206.41065290016536,207.307793498392,9771502.719238313
2023-04-04,AAPL,209.6231168672776,210.67484635977746,207.42823711337613,209.7367816274997,9865615.72672375
2023-04-05,AAPL,209.59060406484352,211.3331284472184,208.14970634817766,208.98311769026063,8489442.12518289
2023-04-06,AAPL,203.68434898219925,204.7213960449489,203.86040200353378,204.61991742239505,5987473.933380806
2023-04-07,AAPL,201.60362368431575,204.94346658153813,199.8745617168706,201.98434443438023,3566149.5110576134
2023-04-08,AAPL,205.3323450578407,206.78865975620218,200.34640669845908,204.42436767356128,3177247.6111438232
2023-04-09,AAPL,205.43842075323698,208.3675307981324,202.44362763629425,205.41753022527064,7336014.845480978
2023-04-10,AAPL,211.97930678847936,212.30270108082183,210.12757482973583,210.71411061902484,5328472.051963753
2023-04-11,AAPL,209.3462570028876,213.11921511508086,206.26345381880833,208.1631140868588,8408962.914313182
2023-04-12,AAPL,209.50606147236505,211.40848356218723,209.22831432048085,209.51464359575934,4240432.2828556765
2023-04-13,AAPL,214.23387135570252,214.4056514390945,209.33294719517977,213.72959922710396,9602013.754385946
2023-04-14,AAPL,217.89804884812142,217.3571564338539,215.53476824075284,216.76262573495626,2049950.210085439
2023-04-15,AAPL,212.436243094249,215.0056025723473,209.5452261900073,213.46213645866314,9423975.497144101
2023-04-16,AAPL,210.17803805404102,211.3931635785181,207.83313635716914,209.7798881897932,8306141.835339703
2023-04-17,AAPL,214.14102007485374,217.493456752872,208.39404571183013,213.93098267929903,4074234.8623752883
2023-04-18,AAPL,210.31100604696042,210.14041539429277,206.5065175030148,209.1970724994796,5957293.446029678
2023-04-19,AAPL,212.94178040721533,212.81252678088427,211.91069269635463,212.17099701679936,5919319.687939026
2023-04-20,AAPL,216.47498446563273,216.24790418287847,214.00791962464234,215.8926159933774,9430446.253065072
2023-04-21,AAPL,215.34410286658073,217.68815360067148,211.49467118463346,215.5621971517171,6508301.967545711
2023-04-22,AAPL,212.34805511247353,212.8421462065771,209.11379790134126,211.3236169167235,5268149.0774281835
2023-04-23,AAPL,209.34411244623612,211.6754258333692,209.19593944975514,210.55087141215733,1789123.1971467682
2023-04-24,AAPL,210.62736392409755,211.21011677866494,207.8409119761586,208.68215048536922,6445916.360018309
2023-04-25,AAPL,213.00607410585422,215.19864027084822,210.74847568986604,212.11918905092122,7714346.193660473
2023-04-26,AAPL,220.00123311498635,220.21129498921474,218.43988147502978,218.64526262223615,6397677.1013190085
2023-04-27,AAPL,216.2305597643299,219.00129501830904,216.7378121675913,218.11200170521914,8163238.381456686
2023-04-28,AAPL,214.75193670479368,216.79375656893527,213.73772165714016,215.20823901952647,4728495.131555568
2023-04-29,AAPL,213.37843045204968,215.9998815071151,214.30616533347842,214.9631202305083,9048871.18276009
2023-04-30,AAPL,209.95507420503435,212.07558620206933,209.2462580694304,210.3496755700369,4368483.776300214
2023-05-01,AAPL,206.76920784554522,208.65042892142725,205.18799475043397,206.12315383640393,1559606.601517147
2023-05-02,AAPL,204.293162523436,209.19329188106687,203.12868498574463,205.06214167876828,9580406.407990009
2023-05-03,AAPL,205.99935723572085,205.88417114212302,202.84772803035509,205.16432629274715,3410277.763386075
2023-05-04,AAPL,212.22696567890128,213.94129249478624,210.9289733847745,211.40284512733717,9375706.08553445
2023-05-05,AAPL,217.80088653397027,219.34226305620354,217.47185461604616,217.55889732168222,7885963.6095594615
2023-05-06,AAPL,211.50507609420868,213.11036149060885,212.06215226970284,212.87012585709655,5412838.795486342
2023-05-07,AAPL,209.60235741669987,211.29869755949994,207.52818057282323,209.97009949958164,8807431.8370406
2023-05-08,AAPL,205.87592326087824,207.13142251973647,203.98450891473067,206.6452390863458,7477754.059827941
2023-05-09,AAPL,208.1616959042161,210.09684434599674,208.91223703401388,210.09495517697624,5544693.975813761
2023-05-10,AAPL,202.48110836275094,205.3637593221255,203.13112296587406,203.22067151089766,1393518.7349860854
2023-05-11,AAPL,207.14910583779448,208.76126609168884,206.59311998404664,208.2327748347548,6223969.695410288
2023-05-12,AAPL,203.66443021956042,204.46972392540846,201.78415104870467,204.19936103684927,9875562.02463423
2023-05-13,AAPL,202.23003345983184,202.26362119500521,199.6440803092142,201.1185396892858,1261996.7278715477
2023-05-14,AAPL,192.6897293062919,195.22302384527174,192.32455223241416,193.4582083506849,3236146.695909708
2023-05-15,AAPL,187.69963689350206,189.34945251680801,188.69024331905672,188.92361063956304,5412903.201239936
2023-05-16,AAPL,196.49355905232085,195.32583062251499,193.55797019660727,194.4815532336008,5767444.468722154
2023-05-17,AAPL,200.62141659437953,201.9299247504933,199.03814438569208,200.10244257474184,7649652.428008984
2023-05-18,AAPL,203.94885250366443,206.39140174452578,200.70035962581875,204.510972128612,1818146.8256024963
2023-05-19,AAPL,197.78876615046005,199.04570102243343,194.4359929022052,197.41415167072228,4846241.558889696
2023-05-20,AAPL,194.44346998366038,200.73345541217697,198.24799064631137,198.3230951314691,6883487.1900484385
2023-05-21,AAPL,199.9762645455364,199.576834571338,198.1565905190836,198.7787844352237,7431096.050821262
2023-05-22,AAPL,201.650303753521,202.2018958371788,200.1651817745912,201.9949897501029,8237515.416131797
2023-05-23,AAPL,198.99278991570452,199.26320548716453,196.93525989849684,198.31530600593192,3271528.328218503
2023-05-24,AAPL,191.7380323192028,192.29283423156653,189.68225743004828,192.07475659602684,2697886.9284171117
2023-05-25,AAPL,191.81844596825255,193.00648820980695,191.50379225578257,191.74265785412373,8922800.763121372
2023-05-26,AAPL,197.09476104915885,198.25555046563733,192.64678773824798,194.77605125953633,7671484.29165242
2023-05-27,AAPL,198.87723471390294,201.29852258380728,196.7875860581182,198.96099480357773,9903589.549698861
2023-05-28,AAPL,198.99293984295713,200.0555223965796,198.64064655168633,199.6570862938315,8005182.765672014
2023-05-29,AAPL,200.97154474681295,204.95302987317476,199.552094548248,201.03202326542134,8221819.992981404
2023-05-30,AAPL,192.80331852491233,195.97879659210994,192.77970961979074,193.17625917263703,8959547.223772101
2023-05-31,AAPL,194.46697432545804,195.71690982988295,193.4496770064628,194.22123323512318,7961984.017163697
2023-06-01,AAPL,191.31637982413883,194.64637445603026,188.27396156286704,192.01117595059029,7632816.0784592135
2023-06-02,AAPL,188.28267398598484,188.07289714175437,185.83767364542092,187.61701206139145,3019826.725923011
2023-06-03,AAPL,187.8881699596061,188.738641679121,184.09508815488084,186.96114814407377,3685478.57273262
2023-06-04,AAPL,185.9118906036664,187.96832199533725,184.8014486605336,185.77813352222637,2022136.1769547092
2023-06-05,AAPL,185.5363934301899,185.05393778512752,184.64081686522889,184.97644066456147,7165346.287395209
2023-06-06,AAPL,186.39154587457014,188.25289667886094,185.15727003730703,186.89911223421763,1875964.4647759402
2023-06-07,AAPL,195.23772933208227,196.71865393097016,195.24582633943146,195.59143807227616,4553430.649847418
2023-06-08,AAPL,202.2304073810651,201.9734896225148,200.5237305626706,200.9218702107374,7626497.570706785
2023-06-09,AAPL,202.32203970298468,205.22493328037694,197.9800802855835,202.24695629376762,8193343.896942595
2023-06-10,AAPL,200.31272629275028,202.51657154299625,200.96955532688114,201.6749161082126,8242855.265678877
2023-06-11,AAPL,203.89715748611343,206.1090094323068,203.8126262861933,204.4771226079948,8415798.48763679
2023-06-12,AAPL,203.46610689576644,204.58743059168242,203.19313657322357,204.04551473524256,3571021.8223789334
2023-06-13,AAPL,208.67545140800073,209.82058914561057,206.49515403830154,208.28470723276268,8695435.558832586
2023-06-14,AAPL,207.49885226867684,209.62075823377444,206.07128824961612,207.52422333251263,1719277.6407776584
2023-06-15,AAPL,208.5581191284439,211.16176401849785,206.76776243626975,207.48630612336441,2575465.138221438
2023-06-16,AAPL,210.73272694827048,214.92569745066746,207.7852315670709,210.2558493333773,1051772.1584992548
2023-06-17,AAPL,211.27625452563248,215.91955240959342,209.775721183198,212.8440546509601,8890360.832105935
2023-06-18,AAPL,207.17324785930776,208.73257564735428,207.7463778075862,208.2961824067722,8397534.251960129
2023-06-19,AAPL,205.64724283246295,208.47990294730357,202.22936153607552,206.16025696926764,8258765.49527343
2023-06-20,AAPL,199.6496993966252,201.68792119764137,199.28900351983575,199.4522055497503,7825982.60485961
2023-06-21,AAPL,198.2772532334756,202.16900876206697,195.67644411045399,199.3433372961712,8778209.460730106
2023-06-22,AAPL,201.90964380242988,203.49397355599763,198.93906023418825,201.24776218493108,2952554.8538991082
2023-06-23,AAPL,199.70132009908352,200.61607291491254,196.64552474843353,199.90815273497438,7721680.381347338
2023-06-24,AAPL,198.07108825581375,198.42664800131877,196.65139346137784,197.628116435267,5328673.8264710745
2023-06-25,AAPL,198.05579188139478,199.65398568445477,196.47771914458679,198.63372923011164,4096461.428445944
2023-06-26,AAPL,204.57743734745256,204.44841670198403,199.46226291229647,202.06005980228755,9073979.729926415
2023-06-27,AAPL,199.57376251895715,202.23300284717948,200.43714322488705,200.45962633625393,1317707.2434440106
2023-06-28,AAPL,198.35327587755543,198.28894814893778,197.13123759869433,197.3411040027171,5331447.892298934
2023-06-29,AAPL,201.27793460740247,202.10476667166216,198.98896973121313,201.3019397109603,2604560.5481676906
2023-06-30,AAPL,209.08239738468654,211.56593229239596,207.0272164217446,208.05855837549078,9529321.641684905
2023-07-01,AAPL,209.32266044728198,210.70612613496488,207.75303979789473,208.14571731125847,1088312.7653203337
2023-07-02,AAPL,207.97385150639687,208.41162976200266,207.76448199762842,208.13141085849261,3138730.083845337
2023-07-03,AAPL,205.15392816528203,208.3138716452416,203.10479032739585,206.16180714857907,4059794.361480309
2023-07-04,AAPL,209.42879836352355,213.6871593453131,210.649043985426,210.88902249622248,8175390.320879826
2023-07-05,AAPL,207.5240526279989,208.03136140221218,207.17804094241578,207.68334452287377,3145621.7436455134
2023-07-06,AAPL,204.01027265842933,203.9609773519265,202.86322554783365,203.44159016814544,2577904.808454848
2023-07-07,AAPL,207.61232217523664,208.02953469027986,206.11097410164066,207.72503423223816,6779854.665062175
2023-07-08,AAPL,210.98954585208264,211.06338192032536,209.47930991557857,209.75879723018417,6601291.854131265
2023-07-09,AAPL,206.8401513890355,209.44357391027984,206.80145060370657,206.88414905886683,6972876.620661918
2023-07-10,AAPL,212.7920658016114,213.06651845554438,209.20181584783947,211.53084642641997,7814664.1669753995
2023-07-11,AAPL,209.71190080141182,211.02066987043514,207.7264175904811,210.86862395721613,5766289.241685056
2023-07-12,AAPL,214.22805727572614,215.02907789736813,211.20937211854715,214.26784722037127,8336040.238631654
2023-07-13,AAPL,217.958856944648,220.25879445461254,218.98289026306622,219.12663771463411,2897461.919383252
2023-07-14,AAPL,220.6257107680539,221.72474016667573,219.84478908664585,221.66572948687198,8106103.083251834
2023-07-15,AAPL,215.8630629928203,215.6129284454905,212.95108054634127,213.48598875559586,6014540.143222403
2023-07-16,AAPL,212.73100750307466,213.49286094191567,213.21447340876358,213.27971459434914,6289907.971683691
2023-07-17,AAPL,215.87433280540174,219.1400882668393,214.41909927776945,216.00428783288714,7054888.990292568
2023-07-18,AAPL,215.486262091705,218.22998279970744,214.1011806619385,215.0327519513764,3071680.301642997
2023-07-19,AAPL,224.45375837245754,225.11689715826395,221.18045948341,224.16926275175973,4559708.7784258025
2023-07-20,AAPL,224.2248068585838,226.72051534916986,224.981867108823,225.56410437928662,2458280.929581489
2023-07-21,AAPL,225.00290208570857,224.39201800101634,223.3340626854584,223.77610288629919,3255707.4422138887
2023-07-22,AAPL,229.98607980553854,233.49439547185364,230.56147547676898,232.32464657115887,8130556.793745946
2023-07-23,AAPL,233.99709215173118,236.41608580336575,234.12475925039163,234.45606350035519,2169137.5989941433
2023-07-24,AAPL,246.6852709152803,250.06503288532406,244.47997863713496,246.1974260112104,5527132.590060436
2023-07-25,AAPL,250.07836935083958,248.4746452024068,245.14864507143636,248.3624218762733,4498955.656815952
2023-07-26,AAPL,246.46821136223252,245.81571076346256,239.5525106676402,244.64652318149854,5263784.583356007
2023-07-27,AAPL,249.6573553636788,253.0738773797529,245.36956244169113,248.51946828559133,7649832.750725968
2023-07-28,AAPL,241.93051402423694,244.25509116870757,241.93638600244532,242.35191112567236,3974609.762360015
2023-07-29,AAPL,238.6422304455071,240.79014526240567,238.27881401967755,238.6748845390071,9339492.222782416
2023-07-30,AAPL,246.257727486139,249.73522992874945,243.44540433675297,247.86736479231598,9614062.395124951
2023-07-31,AAPL,252.05573764099535,254.85554723584977,252.75684944287775,252.9617695701513,8038742.568323789
2023-08-01,AAPL,254.53447375230107,257.4639131426442,248.29696374546327,255.70525691377688,2892613.6711725807
2023-08-02,AAPL,252.13743967771353,253.4104346316328,249.9301141502456,251.98256876805942,1665680.8014166947
2023-08-03,AAPL,253.26844905201025,256.85874732992784,251.8246237905811,253.97445914553174,9776370.80490413
2023-08-04,AAPL,253.79766000086013,254.05346047251513,251.595568989861,252.97309046839217,4462013.927103685
2023-08-05,AAPL,255.49019532537176,258.5538114561773,255.21878355837316,258.0932712462995,7642116.115447633
2023-08-06,AAPL,264.14527798499483,264.0344653295886,259.89492050882814,262.0169109711177,6219698.985917995
2023-08-07,AAPL,262.44930673276326,263.52327126775714,258.0543100897168,261.26715491934664,7038395.676004271
2023-08-08,AAPL,258.1777602537727,259.8139831836996,255.0490824475591,258.01833121845675,1183996.0497971056
2023-08-09,AAPL,271.4989887550111,272.6878787091593,271.7711735070164,272.5338608972543,2293786.283407707
2023-08-10,AAPL,273.1181242956777,276.26497135933096,270.5945836036429,273.69847035486515,6975404.11712574
2023-08-11,AAPL,268.31392421173257,269.22461490857114,263.3115301589325,267.5344367063331,7035299.921026181
2023-08-12,AAPL,270.59634990729484,269.39784615775386,265.86260269391937,268.87328577580934,8672229.317774318
2023-08-13,AAPL,269.98355566675957,272.13565021852526,271.9210729727623,272.12380361965137,9948897.365568923
2023-08-14,AAPL,267.8887354045186,272.12770400342777,267.3906272640303,269.50244061893994,2554097.7363640824
2023-08-15,AAPL,256.2415248018034,260.2960339784668,256.83938660803057,258.1707307927152,3817235.0694054095
2023-08-16,AAPL,254.89619354744596,257.8103156057422,256.461150548199,256.84383177293597,8022857.686100813
2023-08-17,AAPL,262.65179138651405,261.3396911548219,259.29711960331616,261.1910116075445,4103770.36896255
2023-08-18,AAPL,253.91151413277385,255.07810728064416,249.16032313485914,254.50775134092518,9631501.980358927
2023-08-19,AAPL,259.7317928292022,261.3350853475303,257.6912022222789,260.91567207225296,4235374.505376199
2023-08-20,AAPL,255.95169137553592,257.59291582350676,256.8245772696313,257.5215483077993,7402496.88328267
2023-08-21,AAPL,260.17913334307684,260.20866913532114,259.639630394962,259.73583587122454,1814543.784317207
2023-08-22,AAPL,259.8943161344626,261.1813974164376,258.1528174929867,260.151917439954,4730457.212964755
2023-08-23,AAPL,256.11654281884705,258.762924242744,253.6894749210335,255.19882183068177,4702689.174823761
2023-08-24,AAPL,258.4623258853744,258.56016215194313,256.00556072048687,258.10789730097605,9043569.208872065
2023-08-25,AAPL,256.5548532900774,258.2675173502547,254.51968779862403,256.48683817234996,2842846.625575289
2023-08-26,AAPL,256.0795908529235,256.6352570094086,254.79414573189442,255.47287586193463,1644555.809516075
2023-08-27,AAPL,251.73082967819312,253.2279198009928,250.9086511523882,253.14260428494012,1734078.701696474
2023-08-28,AAPL,253.5296030589745,253.6262579815877,251.10543365773486,252.24295289565572,8575358.864400264
2023-08-29,AAPL,247.76931952828775,250.2577230522656,247.83621316876403,249.43506839205685,9656366.018465692
2023-08-30,AAPL,249.03886416145764,252.57806744645765,247.53642442535664,248.0994835196894,4683662.659716367
2023-08-31,AAPL,243.15943129816577,246.37711406453755,238.63252508330348,243.95931138385856,5049001.033078261
2023-09-01,AAPL,236.21827155317598,237.73710235166143,235.06626077808622,235.2035423716498,5637266.524165444
2023-09-02,AAPL,229.98515655715184,229.02549544363464,227.01164592454512,228.56522819448804,2635926.042198644
2023-09-03,AAPL,226.5730177365108,228.01359613422431,227.45135758152634,227.99310538844242,9467403.587491384
2023-09-04,AAPL,226.16542603338917,231.66743071833807,222.60672617234889,227.96717144252344,8560657.064488202
2023-09-05,AAPL,228.63651225359536,230.68311616507813,226.748796088317,229.14540676653303,7164266.2037421595
2023-09-06,AAPL,233.66435743261792,236.45664475004148,232.62752868643747,234.8723342922999,3733036.120833068
2023-09-07,AAPL,237.8122687569016,238.61469269999128,235.9877692225936,236.9235735677,5698187.558533059
2023-09-08,AAPL,238.44758051309657,237.386133739044,234.63389995714786,236.872509971284,5309160.723928134
2023-09-09,AAPL,239.12053112004557,239.25712063271138,237.1679642683567,237.24517406833263,2556896.8929687915
2023-09-10,AAPL,237.75679236880697,240.87768858020232,234.5718672513377,237.6257947505369,2629366.7861538865
2023-09-11,AAPL,240.07177001206517,239.7154577752446,236.75188550365135,239.42246319188058,2573232.6098943404
2023-09-12,AAPL,249.21564045889963,248.56877978392745,246.731287515764,247.66185949689822,3506586.0395535943
2023-09-13,AAPL,240.51845743960774,243.57634455019067,237.58612762825808,241.41567504073996,1485237.0567391415
2023-09-14,AAPL,239.4977625440579,240.5297799892645,236.31079773091517,239.1455490158483,7749526.129940822
2023-09-15,AAPL,243.99780917455357,244.7999640893535,240.4920517965539,243.46116789200946,1066470.1651189153
2023-09-16,AAPL,245.81796652463572,249.2503502973633,245.70841222286995,245.76734578072228,6384783.832259572
2023-09-17,AAPL,244.11249906243663,244.36777791669795,238.58525145748368,242.5920074800285,7020696.1057576155
2023-09-18,AAPL,239.4876393512408,242.94681415799593,238.21890047105435,239.63988345328045,2540349.997086011
2023-09-19,AAPL,245.58349607599715,247.02813055268993,242.72067048235226,244.84856055876298,6826469.384760735
2023-09-20,AAPL,246.56370695225777,250.79852670215087,244.7557454340732,246.3555141217083,6160837.545664511
2023-09-21,AAPL,251.2366514065207,255.89588343542505,248.0495600898695,249.11622061664775,7495987.387207816
2023-09-22,AAPL,250.31296896377322,253.35144864836272,249.4634979978491,251.02029221430186,2518806.1274998663
2023-09-23,AAPL,257.5570393362287,260.08742797193617,256.18375535382796,259.63769443309786,1369311.816557414
2023-09-24,AAPL,264.7649828420547,267.1916249359594,260.53917054102254,264.67452553737365,3632245.766896819
